,MONTH,DAY_OF_WEEK,HOUR,OP_CARRIER_AIRLINE_ID,ORIGIN,DEP_DELAY_GROUP,HUMIDITY,PRESSURE,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,WEATHER_DESC,DELAYED
12090,10,3,7,American Airlines Inc.: AA,IAH,-1,93.0,1035.0,278.931,26.0,1.0,sky is clear,0
12091,10,3,7,Virgin America: VX,PDX,-1,93.0,1035.0,278.931,26.0,1.0,sky is clear,0
12092,7,4,14,Mesa Airlines Inc.: YV,BOS,-1,72.0,1020.0,289.74,120.0,2.0,sky is clear,0
12093,7,4,14,Delta Air Lines Inc.: DL,MIA,0,72.0,1020.0,289.74,120.0,2.0,sky is clear,0
12094,7,4,14,Southwest Airlines Co.: WN,SAT,-1,72.0,1020.0,289.74,120.0,2.0,sky is clear,0
12095,7,7,15,Delta Air Lines Inc.: DL,SFO,6,68.0,1000.0,289.29,76.0,0.0,sky is clear,1
12096,7,7,15,Virgin America: VX,LAX,12,68.0,1000.0,289.29,76.0,0.0,sky is clear,1
12097,7,7,15,United Air Lines Inc.: UA,ORD,0,68.0,1000.0,289.29,76.0,0.0,sky is clear,0
12098,4,1,13,United Air Lines Inc.: UA,LAS,-1,100.0,1026.0,277.399,52.0,1.0,moderate rain,0
12099,4,1,13,Southwest Airlines Co.: WN,DAL,1,100.0,1026.0,277.399,52.0,1.0,moderate rain,1
12100,4,1,13,Southwest Airlines Co.: WN,PHX,0,100.0,1026.0,277.399,52.0,1.0,moderate rain,0
12101,4,1,13,Southwest Airlines Co.: WN,SFO,0,100.0,1026.0,277.399,52.0,1.0,moderate rain,0
12102,4,1,13,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),ATL,0,100.0,1026.0,277.399,52.0,1.0,moderate rain,0
12103,4,1,17,American Airlines Inc.: AA,DEN,-1,76.0,1023.0,284.05,300.0,5.0,scattered clouds,0
12104,4,1,17,American Airlines Inc.: AA,DFW,-1,76.0,1023.0,284.05,300.0,5.0,scattered clouds,0
12105,4,1,17,American Airlines Inc.: AA,SFO,-1,76.0,1023.0,284.05,300.0,5.0,scattered clouds,0
12106,4,1,17,American Airlines Inc.: AA,BOS,0,76.0,1023.0,284.05,300.0,5.0,scattered clouds,0
12107,4,1,17,SkyWest Airlines Inc.: OO,PHX,-1,76.0,1023.0,284.05,300.0,5.0,scattered clouds,0
12108,4,1,17,Southwest Airlines Co.: WN,PHX,1,76.0,1023.0,284.05,300.0,5.0,scattered clouds,1
12109,2,4,10,Alaska Airlines Inc.: AS,SFO,-1,100.0,1027.0,280.415,42.0,0.0,broken clouds,0
12110,2,4,10,Southwest Airlines Co.: WN,ATL,0,100.0,1027.0,280.415,42.0,0.0,broken clouds,0
12111,2,4,12,United Air Lines Inc.: UA,SEA,3,82.0,985.0,283.731,152.0,5.0,moderate rain,1
12112,2,4,12,Southwest Airlines Co.: WN,SAT,0,82.0,985.0,283.731,152.0,5.0,moderate rain,0
12113,2,4,12,United Air Lines Inc.: UA,ORD,-1,82.0,985.0,283.731,152.0,5.0,moderate rain,0
12114,2,4,12,SkyWest Airlines Inc.: OO,SFO,7,82.0,985.0,283.731,152.0,5.0,moderate rain,1
12115,4,7,17,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),PHL,0,71.0,1008.0,281.48,170.0,5.0,light rain,0
12116,4,7,17,Southwest Airlines Co.: WN,LGA,3,71.0,1008.0,281.48,170.0,5.0,light rain,1
12117,4,7,17,Virgin America: VX,DFW,1,71.0,1008.0,281.48,170.0,5.0,light rain,1
12118,4,7,17,SkyWest Airlines Inc.: OO,LAX,-1,71.0,1008.0,281.48,170.0,5.0,light rain,0
12119,7,5,16,Delta Air Lines Inc.: DL,BOS,-1,82.0,1010.0,290.74,190.0,2.0,haze,0
12120,7,5,16,JetBlue Airways: B6,BOS,-1,82.0,1010.0,290.74,190.0,2.0,haze,0
12121,4,1,18,SkyWest Airlines Inc.: OO,MDW,-1,66.0,1010.0,285.09,190.0,6.0,fog,0
12122,4,1,18,American Airlines Inc.: AA,CLT,0,66.0,1010.0,285.09,190.0,6.0,fog,0
12123,4,1,18,United Air Lines Inc.: UA,IAH,-1,66.0,1010.0,285.09,190.0,6.0,fog,0
12124,4,1,18,Delta Air Lines Inc.: DL,BOS,2,66.0,1010.0,285.09,190.0,6.0,fog,1
12127,12,6,10,United Air Lines Inc.: UA,DEN,0,90.0,1011.0,274.45,230.0,0.0,light rain,0
12128,6,5,8,Southwest Airlines Co.: WN,MDW,-1,96.0,1011.0,285.613,180.0,1.0,light rain,0
12129,6,5,8,Virgin America: VX,LAX,0,96.0,1011.0,285.613,180.0,1.0,light rain,0
12130,8,3,20,Southwest Airlines Co.: WN,LAS,0,68.0,1014.0,293.74,180.0,4.0,broken clouds,0
12131,8,3,20,Southwest Airlines Co.: WN,HOU,2,68.0,1014.0,293.74,180.0,4.0,broken clouds,1
12132,12,2,19,JetBlue Airways: B6,BOS,4,81.0,1019.0,280.16,80.0,4.0,light rain,1
12137,7,2,9,Delta Air Lines Inc.: DL,ATL,0,85.0,1014.0,289.35,58.0,1.0,sky is clear,0
12138,7,2,9,Delta Air Lines Inc.: DL,LAX,0,85.0,1014.0,289.35,58.0,1.0,sky is clear,0
12139,4,3,12,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),PIT,-1,93.0,1011.0,279.05,120.0,4.0,overcast clouds,0
12140,4,3,12,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),JFK,-1,93.0,1011.0,279.05,120.0,4.0,overcast clouds,0
12141,1,7,11,SkyWest Airlines Inc.: OO,PHX,0,100.0,1026.0,268.93,70.0,2.0,overcast clouds,0
12142,1,7,11,Delta Air Lines Inc.: DL,SEA,-1,100.0,1026.0,268.93,70.0,2.0,overcast clouds,0
12143,1,7,11,SkyWest Airlines Inc.: OO,LAX,-1,100.0,1026.0,268.93,70.0,2.0,overcast clouds,0
12144,8,1,18,Southwest Airlines Co.: WN,SEA,2,71.0,998.0,292.36,217.0,0.0,sky is clear,1
12148,1,1,20,Delta Air Lines Inc.: DL,DTW,-1,80.0,1027.0,279.229270568,85.0,3.0,overcast clouds,0
12149,2,5,14,Southwest Airlines Co.: WN,DAL,0,81.0,1002.0,279.33,180.0,4.0,scattered clouds,0
12150,2,5,14,United Air Lines Inc.: UA,LGA,0,81.0,1002.0,279.33,180.0,4.0,scattered clouds,0
12151,5,3,17,American Airlines Inc.: AA,JFK,-1,77.0,1019.0,288.04,150.0,1.0,broken clouds,0
12152,5,3,17,Virgin America: VX,LAX,-1,77.0,1019.0,288.04,150.0,1.0,broken clouds,0
12153,11,6,14,Delta Air Lines Inc.: DL,BOS,-1,94.0,1016.0,280.269281718,99.0,5.0,very heavy rain,0
12154,11,6,14,Frontier Airlines Inc.: F9,LAS,-1,94.0,1016.0,280.269281718,99.0,5.0,very heavy rain,0
12155,11,6,14,Delta Air Lines Inc.: DL,LAX,0,94.0,1016.0,280.269281718,99.0,5.0,very heavy rain,0
12156,12,6,19,Southwest Airlines Co.: WN,LAX,3,82.0,1010.0,277.73660237,103.0,7.0,broken clouds,1
12157,12,6,19,Southwest Airlines Co.: WN,LGA,0,82.0,1010.0,277.73660237,103.0,7.0,broken clouds,0
12158,12,6,19,Southwest Airlines Co.: WN,DAL,0,82.0,1010.0,277.73660237,103.0,7.0,broken clouds,0
12159,4,2,9,ExpressJet Airlines LLC: EV,ATL,0,93.0,1018.0,277.6,48.0,1.0,sky is clear,0
12160,4,2,9,Frontier Airlines Inc.: F9,DEN,-1,93.0,1018.0,277.6,48.0,1.0,sky is clear,0
12161,9,2,7,Southwest Airlines Co.: WN,LAX,0,71.0,1020.0,285.73,360.0,2.0,sky is clear,0
12162,9,2,7,Spirit Air Lines: NK,DFW,-1,71.0,1020.0,285.73,360.0,2.0,sky is clear,0
12163,6,3,12,Delta Air Lines Inc.: DL,MSP,0,76.0,1019.0,284.66,180.0,3.0,light rain,0
12164,6,3,12,Delta Air Lines Inc.: DL,PHL,-1,76.0,1019.0,284.66,180.0,3.0,light rain,0
12165,8,4,12,American Airlines Inc.: AA,ORD,-1,77.0,1013.0,288.856666667,134.0,0.0,scattered clouds,0
12166,8,4,12,Southwest Airlines Co.: WN,PHX,0,77.0,1013.0,288.856666667,134.0,0.0,scattered clouds,0
12167,8,4,12,American Airlines Inc.: AA,JFK,-1,77.0,1013.0,288.856666667,134.0,0.0,scattered clouds,0
12168,1,3,19,American Airlines Inc.: AA,ORD,1,86.0,1031.0,278.7,319.0,1.0,sky is clear,1
12169,8,3,17,SkyWest Airlines Inc.: OO,SAN,-1,83.0,1017.0,294.55,210.0,3.0,few clouds,0
12170,1,6,12,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),BNA,0,100.0,1018.0,278.933,325.0,0.0,overcast clouds,0
12171,1,6,12,American Airlines Inc.: AA,LAX,-1,100.0,1018.0,278.933,325.0,0.0,overcast clouds,0
12172,6,4,15,American Airlines Inc.: AA,MIA,0,71.0,1002.0,286.14,60.0,6.0,scattered clouds,0
12173,6,4,15,Southwest Airlines Co.: WN,DAL,1,71.0,1002.0,286.14,60.0,6.0,scattered clouds,1
12174,6,4,15,Alaska Airlines Inc.: AS,PDX,0,71.0,1002.0,286.14,60.0,6.0,scattered clouds,0
12175,7,7,14,United Air Lines Inc.: UA,DEN,-1,87.0,1023.0,288.16,100.0,5.0,scattered clouds,0
12176,7,7,14,Alaska Airlines Inc.: AS,SAN,-1,87.0,1023.0,288.16,100.0,5.0,scattered clouds,0
12177,2,4,12,ExpressJet Airlines LLC: EV,CLT,12,87.0,1013.0,277.46,130.0,3.0,overcast clouds,1
12179,4,3,20,American Airlines Inc.: AA,ORD,0,63.0,1010.0,294.69,280.0,4.0,sky is clear,0
12180,4,3,20,American Airlines Inc.: AA,MIA,-1,63.0,1010.0,294.69,280.0,4.0,sky is clear,0
12181,4,3,20,American Airlines Inc.: AA,MIA,0,63.0,1010.0,294.69,280.0,4.0,sky is clear,0
12182,4,3,20,American Airlines Inc.: AA,DFW,-1,63.0,1010.0,294.69,280.0,4.0,sky is clear,0
12183,8,7,19,Delta Air Lines Inc.: DL,ATL,-1,68.0,1012.0,291.4,100.0,3.0,overcast clouds,0
12184,8,7,19,Delta Air Lines Inc.: DL,ATL,0,68.0,1012.0,291.4,100.0,3.0,overcast clouds,0
12189,9,5,14,Southwest Airlines Co.: WN,BNA,-1,96.0,1012.0,289.432,104.0,1.0,overcast clouds,0
12190,9,5,14,Delta Air Lines Inc.: DL,ATL,-1,96.0,1012.0,289.432,104.0,1.0,overcast clouds,0
12191,9,5,14,Delta Air Lines Inc.: DL,ATL,-1,96.0,1012.0,289.432,104.0,1.0,overcast clouds,0
12195,7,2,16,Delta Air Lines Inc.: DL,DEN,1,82.0,1017.0,290.85,190.0,5.0,haze,1
12196,4,2,10,Envoy Air: MQ,ATL,-1,93.0,1009.0,281.05,270.0,8.0,light rain,0
12197,4,2,10,Southwest Airlines Co.: WN,HOU,-1,93.0,1009.0,281.05,270.0,8.0,light rain,0
12198,2,1,16,Delta Air Lines Inc.: DL,BOS,-1,100.0,1021.0,274.81,90.0,2.0,fog,0
12199,2,1,16,Southwest Airlines Co.: WN,DEN,-1,100.0,1021.0,274.81,90.0,2.0,fog,0
12200,2,1,16,Southwest Airlines Co.: WN,PHX,-1,100.0,1021.0,274.81,90.0,2.0,fog,0
12201,2,1,16,Southwest Airlines Co.: WN,LAX,-1,100.0,1021.0,274.81,90.0,2.0,fog,0
12202,6,5,9,JetBlue Airways: B6,JFK,-1,66.0,1021.0,283.98,60.0,3.0,broken clouds,0
12203,6,5,9,Delta Air Lines Inc.: DL,ATL,-1,66.0,1021.0,283.98,60.0,3.0,broken clouds,0
12204,6,5,9,American Airlines Inc.: AA,CLT,-1,66.0,1021.0,283.98,60.0,3.0,broken clouds,0
12205,6,5,9,American Airlines Inc.: AA,JFK,-1,66.0,1021.0,283.98,60.0,3.0,broken clouds,0
12206,6,5,9,American Airlines Inc.: AA,LAX,-1,66.0,1021.0,283.98,60.0,3.0,broken clouds,0
12207,6,5,9,Southwest Airlines Co.: WN,ATL,-1,66.0,1021.0,283.98,60.0,3.0,broken clouds,0
12208,7,4,16,Southwest Airlines Co.: WN,HOU,0,82.0,1020.0,293.22,350.0,4.0,sky is clear,0
12209,7,4,16,Spirit Air Lines: NK,LAX,3,82.0,1020.0,293.22,350.0,4.0,sky is clear,1
12210,7,4,16,American Airlines Inc.: AA,STT,-1,82.0,1020.0,293.22,350.0,4.0,sky is clear,0
12213,9,4,16,SkyWest Airlines Inc.: OO,BOS,0,93.0,1007.0,288.58,120.0,3.0,fog,0
12214,10,7,18,Alaska Airlines Inc.: AS,SAT,-1,50.0,1006.0,285.19,20.0,2.0,light rain,0
12215,10,7,18,Southwest Airlines Co.: WN,PHX,7,50.0,1006.0,285.19,20.0,2.0,light rain,1
12216,10,7,18,American Airlines Inc.: AA,MCI,-1,50.0,1006.0,285.19,20.0,2.0,light rain,0
12217,10,7,18,American Airlines Inc.: AA,PDX,-1,50.0,1006.0,285.19,20.0,2.0,light rain,0
12218,10,7,18,American Airlines Inc.: AA,PHL,-1,50.0,1006.0,285.19,20.0,2.0,light rain,0
12219,8,4,13,Virgin America: VX,LAS,1,88.0,1014.0,288.12,110.0,1.0,smoke,1
12220,1,3,23,Delta Air Lines Inc.: DL,SEA,-1,100.0,1025.0,278.861,139.0,2.0,sky is clear,0
12221,9,4,9,United Air Lines Inc.: UA,BOS,0,93.0,1016.0,284.93,45.0,1.0,sky is clear,0
12222,9,4,9,Southwest Airlines Co.: WN,ABQ,-1,93.0,1016.0,284.93,45.0,1.0,sky is clear,0
12223,9,4,9,JetBlue Airways: B6,JFK,0,93.0,1016.0,284.93,45.0,1.0,sky is clear,0
12224,9,4,9,Delta Air Lines Inc.: DL,BNA,-1,93.0,1016.0,284.93,45.0,1.0,sky is clear,0
12225,9,4,9,American Airlines Inc.: AA,DEN,0,93.0,1016.0,284.93,45.0,1.0,sky is clear,0
12226,9,4,9,Southwest Airlines Co.: WN,PHX,-1,93.0,1016.0,284.93,45.0,1.0,sky is clear,0
12227,6,1,10,Delta Air Lines Inc.: DL,MSP,-1,94.0,1018.0,284.97,42.0,0.0,broken clouds,0
12228,6,1,10,American Airlines Inc.: AA,LAX,6,94.0,1018.0,284.97,42.0,0.0,broken clouds,1
12229,6,1,10,American Airlines Inc.: AA,DEN,-1,94.0,1018.0,284.97,42.0,0.0,broken clouds,0
12230,6,1,10,American Airlines Inc.: AA,DFW,4,94.0,1018.0,284.97,42.0,0.0,broken clouds,1
12231,10,6,18,Alaska Airlines Inc.: AS,SFO,-1,82.0,1020.0,288.36,350.0,6.0,sky is clear,0
12232,9,5,15,Southwest Airlines Co.: WN,PHX,0,82.0,1018.0,286.24,100.0,4.0,mist,0
12233,9,5,15,Southwest Airlines Co.: WN,DAL,0,82.0,1018.0,286.24,100.0,4.0,mist,0
12234,4,4,7,ExpressJet Airlines LLC: EV,IAH,-1,95.0,1045.0,276.415666667,38.0,1.0,sky is clear,0
12235,4,4,7,United Air Lines Inc.: UA,LGA,-1,95.0,1045.0,276.415666667,38.0,1.0,sky is clear,0
12236,4,4,7,United Air Lines Inc.: UA,ORD,0,95.0,1045.0,276.415666667,38.0,1.0,sky is clear,0
12237,4,4,7,American Airlines Inc.: AA,MCI,-1,95.0,1045.0,276.415666667,38.0,1.0,sky is clear,0
12238,4,4,7,Southwest Airlines Co.: WN,HOU,-1,95.0,1045.0,276.415666667,38.0,1.0,sky is clear,0
12239,4,4,7,Delta Air Lines Inc.: DL,LAX,-1,95.0,1045.0,276.415666667,38.0,1.0,sky is clear,0
12240,6,3,10,American Airlines Inc.: AA,MIA,0,73.0,1011.0,287.291,74.0,0.0,overcast clouds,0
12241,6,3,10,United Air Lines Inc.: UA,DEN,1,73.0,1011.0,287.291,74.0,0.0,overcast clouds,1
12242,6,3,10,Southwest Airlines Co.: WN,SFO,-1,73.0,1011.0,287.291,74.0,0.0,overcast clouds,0
12243,6,3,10,Delta Air Lines Inc.: DL,DEN,0,73.0,1011.0,287.291,74.0,0.0,overcast clouds,0
12244,6,3,10,American Airlines Inc.: AA,LAX,-1,73.0,1011.0,287.291,74.0,0.0,overcast clouds,0
12245,6,3,10,Alaska Airlines Inc.: AS,PDX,-1,73.0,1011.0,287.291,74.0,0.0,overcast clouds,0
12246,6,3,10,Delta Air Lines Inc.: DL,MIA,-1,73.0,1011.0,287.291,74.0,0.0,overcast clouds,0
12247,6,1,8,Delta Air Lines Inc.: DL,LGA,1,87.0,1008.0,290.56,290.0,2.0,overcast clouds,1
12248,5,4,20,Southwest Airlines Co.: WN,LAS,-1,100.0,1014.0,286.698,141.0,1.0,sky is clear,0
12249,5,4,20,Southwest Airlines Co.: WN,HOU,1,100.0,1014.0,286.698,141.0,1.0,sky is clear,1
12250,2,5,14,Southwest Airlines Co.: WN,DEN,-1,100.0,1020.0,272.73,80.0,4.0,mist,0
12251,3,4,18,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),IND,0,75.0,1021.0,280.03,110.0,2.0,overcast clouds,0
12252,6,2,9,American Airlines Inc.: AA,LAX,-1,66.0,1017.0,286.05,150.0,5.0,overcast clouds,0
12253,6,2,9,Southwest Airlines Co.: WN,ATL,0,66.0,1017.0,286.05,150.0,5.0,overcast clouds,0
12254,1,5,13,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),PHL,0,100.0,1020.0,279.188,121.0,4.0,scattered clouds,0
12255,1,5,13,Delta Air Lines Inc.: DL,ATL,0,100.0,1020.0,279.188,121.0,4.0,scattered clouds,0
12256,1,5,13,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),PIT,0,100.0,1020.0,279.188,121.0,4.0,scattered clouds,0
12257,6,1,15,American Airlines Inc.: AA,LAX,-1,72.0,1013.0,293.77,145.0,1.0,sky is clear,0
12258,6,1,15,Delta Air Lines Inc.: DL,MCI,-1,72.0,1013.0,293.77,145.0,1.0,sky is clear,0
12259,6,1,15,Delta Air Lines Inc.: DL,ORD,-1,72.0,1013.0,293.77,145.0,1.0,sky is clear,0
12260,6,1,15,American Airlines Inc.: AA,PIT,0,72.0,1013.0,293.77,145.0,1.0,sky is clear,0
12261,6,1,15,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),PHL,-1,72.0,1013.0,293.77,145.0,1.0,sky is clear,0
12262,6,2,16,SkyWest Airlines Inc.: OO,PHX,0,100.0,1019.0,287.82,144.0,2.0,mist,0
12263,6,2,16,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),CLT,0,100.0,1019.0,287.82,144.0,2.0,mist,0
12264,6,2,16,Delta Air Lines Inc.: DL,ATL,0,100.0,1019.0,287.82,144.0,2.0,mist,0
12265,6,2,16,Delta Air Lines Inc.: DL,ATL,9,100.0,1019.0,287.82,144.0,2.0,mist,1
12266,8,3,22,American Airlines Inc.: AA,PHX,2,64.0,1014.0,299.0,240.0,2.0,haze,1
12267,8,3,22,American Airlines Inc.: AA,DFW,0,64.0,1014.0,299.0,240.0,2.0,haze,0
12268,8,3,22,Southwest Airlines Co.: WN,DEN,-1,64.0,1014.0,299.0,240.0,2.0,haze,0
12269,8,3,22,Delta Air Lines Inc.: DL,ATL,0,64.0,1014.0,299.0,240.0,2.0,haze,0
12270,8,2,6,Southwest Airlines Co.: WN,DAL,-1,93.0,1013.0,288.42,232.0,1.0,sky is clear,0
12271,8,2,6,Spirit Air Lines: NK,DFW,-1,93.0,1013.0,288.42,232.0,1.0,sky is clear,0
12272,3,6,17,Southwest Airlines Co.: WN,LAX,0,75.0,1023.0,280.26,70.0,6.0,overcast clouds,0
12273,3,6,17,Delta Air Lines Inc.: DL,ATL,0,75.0,1023.0,280.26,70.0,6.0,overcast clouds,0
12274,3,6,17,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),PHL,-1,75.0,1023.0,280.26,70.0,6.0,overcast clouds,0
12275,3,6,17,Alaska Airlines Inc.: AS,DFW,-1,75.0,1023.0,280.26,70.0,6.0,overcast clouds,0
12276,3,6,17,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),PHX,0,75.0,1023.0,280.26,70.0,6.0,overcast clouds,0
12277,6,6,13,United Air Lines Inc.: UA,SEA,-1,94.0,1020.0,285.36,115.0,1.0,few clouds,0
12278,6,6,13,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),PHX,-1,94.0,1020.0,285.36,115.0,1.0,few clouds,0
12279,5,7,8,Delta Air Lines Inc.: DL,SAN,-1,81.0,1025.0,283.07,190.0,1.0,sky is clear,0
12280,5,7,8,American Airlines Inc.: AA,DFW,-1,81.0,1025.0,283.07,190.0,1.0,sky is clear,0
12281,5,7,8,Southwest Airlines Co.: WN,HOU,0,81.0,1025.0,283.07,190.0,1.0,sky is clear,0
12282,5,7,8,JetBlue Airways: B6,BOS,0,81.0,1025.0,283.07,190.0,1.0,sky is clear,0
12283,5,7,8,Southwest Airlines Co.: WN,LAS,-1,81.0,1025.0,283.07,190.0,1.0,sky is clear,0
12284,7,7,8,American Airlines Inc.: AA,PHL,-1,84.0,1015.0,289.19,58.0,1.0,sky is clear,0
12285,7,7,8,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),CLT,6,84.0,1015.0,289.19,58.0,1.0,sky is clear,1
12286,7,7,8,JetBlue Airways: B6,BOS,6,84.0,1015.0,289.19,58.0,1.0,sky is clear,1
12287,7,7,8,United Air Lines Inc.: UA,SFO,0,84.0,1015.0,289.19,58.0,1.0,sky is clear,0
12288,7,6,10,SkyWest Airlines Inc.: OO,PHX,-1,78.0,998.0,289.64,57.0,1.0,sky is clear,0
12289,7,6,10,ExpressJet Airlines LLC: EV,MSP,-1,78.0,998.0,289.64,57.0,1.0,sky is clear,0
12290,6,6,17,Delta Air Lines Inc.: DL,MSP,5,77.0,1030.0,289.188,154.0,1.0,few clouds,1
12291,6,6,17,ExpressJet Airlines LLC: EV,PIT,-1,77.0,1030.0,289.188,154.0,1.0,few clouds,0
12292,7,3,8,Delta Air Lines Inc.: DL,SFO,0,77.0,1017.0,289.16,120.0,1.0,broken clouds,0
12293,1,4,13,Frontier Airlines Inc.: F9,DEN,2,86.0,1022.0,278.82,91.0,1.0,light rain,1
12294,1,4,13,Delta Air Lines Inc.: DL,SFO,-1,86.0,1022.0,278.82,91.0,1.0,light rain,0
12295,1,4,13,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),DTW,3,86.0,1022.0,278.82,91.0,1.0,light rain,1
12296,1,4,13,JetBlue Airways: B6,BOS,2,86.0,1022.0,278.82,91.0,1.0,light rain,1
12297,1,4,13,Delta Air Lines Inc.: DL,LAS,1,86.0,1022.0,278.82,91.0,1.0,light rain,1
12298,1,4,13,American Airlines Inc.: AA,MSP,-1,86.0,1022.0,278.82,91.0,1.0,light rain,0
12299,1,4,13,United Air Lines Inc.: UA,DEN,2,86.0,1022.0,278.82,91.0,1.0,light rain,1
12300,5,6,13,Endeavor Air Inc.: 9E,DTW,-1,92.0,1095.0,283.73,160.0,0.0,sky is clear,0
12301,12,5,7,Delta Air Lines Inc.: DL,MSP,0,93.0,1021.0,273.37,200.0,1.0,fog,0
12302,12,5,7,Delta Air Lines Inc.: DL,BNA,-1,93.0,1021.0,273.37,200.0,1.0,fog,0
12303,7,5,10,Southwest Airlines Co.: WN,LAX,-1,78.0,1022.0,288.618,81.0,1.0,sky is clear,0
12304,7,5,10,Southwest Airlines Co.: WN,SAN,-1,78.0,1022.0,288.618,81.0,1.0,sky is clear,0
12305,7,5,10,Endeavor Air Inc.: 9E,DFW,-1,78.0,1022.0,288.618,81.0,1.0,sky is clear,0
12306,7,5,10,United Air Lines Inc.: UA,SFO,1,78.0,1022.0,288.618,81.0,1.0,sky is clear,1
12307,1,2,11,Southwest Airlines Co.: WN,MDW,-1,93.0,1024.0,278.03,0.0,1.0,light rain,0
12308,1,2,11,American Airlines Inc.: AA,LGA,-1,93.0,1024.0,278.03,0.0,1.0,light rain,0
12309,8,5,11,Delta Air Lines Inc.: DL,MSP,0,77.0,1006.0,290.74,202.0,0.0,broken clouds,0
12310,8,5,11,American Airlines Inc.: AA,DFW,0,77.0,1006.0,290.74,202.0,0.0,broken clouds,0
12311,8,5,11,ExpressJet Airlines LLC: EV,PWM,0,77.0,1006.0,290.74,202.0,0.0,broken clouds,0
12312,1,7,9,United Air Lines Inc.: UA,ORD,1,100.0,1005.0,273.54,320.0,3.0,light rain,1
12313,1,7,9,Delta Air Lines Inc.: DL,MSP,-1,100.0,1005.0,273.54,320.0,3.0,light rain,0
12314,6,6,23,Alaska Airlines Inc.: AS,PDX,1,71.0,1021.0,288.99,185.0,1.0,broken clouds,1
12315,6,6,23,American Airlines Inc.: AA,PHX,-1,71.0,1021.0,288.99,185.0,1.0,broken clouds,0
12316,6,6,23,Alaska Airlines Inc.: AS,SEA,0,71.0,1021.0,288.99,185.0,1.0,broken clouds,0
12317,2,1,12,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),BNA,0,100.0,1029.0,280.733,330.0,3.0,few clouds,0
12318,9,4,6,Southwest Airlines Co.: WN,LGA,-1,93.0,1017.0,283.0,280.0,1.0,sky is clear,0
12319,1,7,7,Frontier Airlines Inc.: F9,ORD,2,100.0,1025.0,276.936,101.0,4.0,light rain,1
12320,1,7,7,United Air Lines Inc.: UA,PHL,1,100.0,1025.0,276.936,101.0,4.0,light rain,1
12321,1,7,7,Southwest Airlines Co.: WN,HOU,-1,100.0,1025.0,276.936,101.0,4.0,light rain,0
12322,8,5,17,Southwest Airlines Co.: WN,CLT,1,82.0,1019.0,295.78,300.0,7.0,sky is clear,1
12323,8,5,17,Virgin America: VX,LAX,0,82.0,1019.0,295.78,300.0,7.0,sky is clear,0
12324,8,5,17,ExpressJet Airlines LLC: EV,DTW,2,82.0,1019.0,295.78,300.0,7.0,sky is clear,1
12326,11,5,11,Delta Air Lines Inc.: DL,PIT,0,86.0,1014.0,276.61,50.0,1.0,sky is clear,0
12327,2,5,16,Delta Air Lines Inc.: DL,LGA,0,96.0,1023.0,276.778666667,124.0,1.0,light rain,0
12329,8,3,11,Southwest Airlines Co.: WN,SEA,6,82.0,1011.0,291.44,130.0,4.0,overcast clouds,1
12330,8,3,11,AirTran Airways Corporation: FL,LAX,0,82.0,1011.0,291.44,130.0,4.0,overcast clouds,0
12331,8,3,11,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),PHL,1,82.0,1011.0,291.44,130.0,4.0,overcast clouds,1
12332,8,3,11,American Airlines Inc.: AA,SFO,0,82.0,1011.0,291.44,130.0,4.0,overcast clouds,0
12333,8,3,11,Delta Air Lines Inc.: DL,MSP,-1,82.0,1011.0,291.44,130.0,4.0,overcast clouds,0
12334,2,5,19,Delta Air Lines Inc.: DL,ATL,-1,86.0,1003.0,271.57,0.0,1.0,proximity shower rain,0
12335,2,5,19,United Air Lines Inc.: UA,LAS,10,86.0,1003.0,271.57,0.0,1.0,proximity shower rain,1
12336,2,5,19,JetBlue Airways: B6,DTW,-1,86.0,1003.0,271.57,0.0,1.0,proximity shower rain,0
12337,11,1,13,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),IAH,7,92.0,1010.0,280.81,150.0,1.0,sky is clear,1
12338,11,1,13,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),MCI,-1,92.0,1010.0,280.81,150.0,1.0,sky is clear,0
